%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
1563269752086826354,5449,1563269751191609000,/map,437256.96875,115641.578125,12.1099433899,-0.00910484619785,-0.00437024744071,0.956679585372,0.290967650513
1563269752308695309,5450,1563269751998498000,/map,437253.875,115643.40625,12.0354261398,-0.00947984542947,-0.0041169162761,0.966349646209,0.257024405073
1563269752478756005,5451,1563269752200316000,/map,437253.09375,115643.851562,12.0195198059,-0.00805132898968,-0.00355309888642,0.96956652786,0.244669776728
1563269752622427113,5452,1563269752401935000,/map,437252.28125,115644.242188,11.9842891693,-0.00879323948734,-0.00366468502033,0.972861235671,0.231193133876
1563269752748260077,5453,1563269752503038000,/map,437251.84375,115644.429688,11.9506664276,-0.0103589114926,-0.00347214411886,0.974590572838,0.223727183203
1563269752855353521,5454,1563269752704590000,/map,437251.0,115644.804688,11.9646635056,-0.00780760780232,-0.00376582670761,0.97811616446,0.207878879716
1563269752941796303,5455,1563269752805398000,/map,437250.5625,115644.976562,11.9582138062,-0.00797313935893,-0.00361916997557,0.979947849856,0.199061654321
1563269753123377252,5456,1563269752906392000,/map,437250.125,115645.15625,11.9660634995,-0.00698423333744,-0.00384345178231,0.981728627075,0.19011930766
1563269753280504203,5457,1563269753007055000,/map,437249.65625,115645.328125,11.9468450546,-0.0075259543748,-0.00347249543036,0.983438790994,0.181050949059
1563269753305930748,5458,1563269753209127000,/map,437248.71875,115645.648438,11.9284620285,-0.00724910730132,-0.00324319480466,0.986682681045,0.162462977493
1563269753427454981,5459,1563269753309662000,/map,437248.25,115645.78125,11.9357414246,-0.00644948588655,-0.00347047942312,0.988134670333,0.153415231284
1563269753555232783,5460,1563269753410445000,/map,437247.84375,115645.9375,11.9449644089,-0.00536318073017,-0.0032079567704,0.989577225669,0.143867507597
1563269753627127459,5461,1563269753511379000,/map,437247.375,115646.09375,11.9219837189,-0.00581791285253,-0.00345817627384,0.990924887125,0.134246269903
1563269753755789165,5462,1563269753612294000,/map,437246.875,115646.203125,11.9248571396,-0.00546687527183,-0.00318807827092,0.99215242587,0.124873989576
1563269753874081123,5463,1563269753713243000,/map,437246.40625,115646.328125,11.8959903717,-0.00627123427363,-0.00333323130748,0.993359602686,0.114831445783
1563269753980590449,5464,1563269753813928000,/map,437245.90625,115646.398438,11.8903102875,-0.00699372877727,-0.00333608385497,0.994347652185,0.105890060425
1563269754114634140,5465,1563269753914765000,/map,437245.4375,115646.5,11.8907432556,-0.00623752980613,-0.00317960844858,0.995295544974,0.0966320933561
1563269754243578416,5466,1563269754017634000,/map,437244.9375,115646.570312,11.8903083801,-0.00597199390593,-0.0032793912106,0.996176109324,0.0871018948948
1563269754333345893,5467,1563269754116949000,/map,437244.46875,115646.664062,11.8876409531,-0.00482994108688,-0.00341288333484,0.996974949931,0.0774982135753
1563269754417725306,5468,1563269754217483000,/map,437244.0,115646.726562,11.8800125122,-0.00500877005846,-0.00289663327002,0.99770011656,0.0675351697544
1563269754658263027,5469,1563269754318289000,/map,437243.46875,115646.734375,11.8787508011,-0.00613347784338,-0.00334090562826,0.998280035313,0.0582081600423
1563269754898387581,5470,1563269754621146000,/map,437242.03125,115646.851562,11.8690795898,-0.0060990654228,-0.00303563610414,0.999284322785,0.0372079097973
1563269755005717609,5471,1563269754822639000,/map,437241.0,115646.890625,11.8622732162,-0.00653554006869,-0.00332917984884,0.999574077585,0.0282465342549
1563269755084136807,5472,1563269754923485000,/map,437240.46875,115646.921875,11.8641519547,-0.00565872813193,-0.00335998452563,0.999669258357,0.0248608768194
1563269755205595982,5473,1563269755024376000,/map,437240.0,115646.914062,11.8581504822,-0.00549351127757,-0.00344796548242,0.999738470557,0.0219299648144
1563269755286673132,5474,1563269755125148000,/map,437239.46875,115646.890625,11.8335866928,-0.00632194251569,-0.00341498987677,0.999786439213,0.019376450982
1563269755396795196,5475,1563269755226072000,/map,437238.9375,115646.914062,11.8519468307,-0.0053669497494,-0.00362766715998,0.999834079495,0.0170249628866
1563269755520434066,5476,1563269755326830000,/map,437238.40625,115646.953125,11.8051795959,-0.00555378670022,-0.00349722316464,0.999860124056,0.0153836668518
1563269755670670722,5477,1563269755427669000,/map,437237.90625,115646.9375,11.8138237,-0.00454584708391,-0.00351568766139,0.999892186162,0.0135126336057
1563269755743168588,5478,1563269755528549000,/map,437237.40625,115646.921875,11.8045091629,-0.00522574841247,-0.00329300179692,0.999898910966,0.012806855229
1563269755876280437,5479,1563269755629422000,/map,437236.84375,115646.960938,11.775812149,-0.00478735402074,-0.00318063310328,0.999916232629,0.0115970918341
1563269755969253406,5480,1563269755831163000,/map,437235.71875,115646.992188,11.7656145096,-0.00348714604024,-0.00336074773964,0.99995124965,0.00860485388848
1563269756057109199,5481,1563269755932002000,/map,437235.15625,115647.0,11.7723369598,-0.00281732174698,-0.00341076207274,0.999958685056,0.00794088035513
1563269756153310059,5482,1563269756034784000,/map,437234.625,115646.992188,11.7618503571,-0.00465449403756,-0.00312370257015,0.99995829767,0.00720979121564
1563269756245750977,5483,1563269756133641000,/map,437234.09375,115646.992188,11.7595920563,-0.00444189157208,-0.00330940600114,0.999960395256,0.00696601399787
1563269756375986947,5484,1563269756234587000,/map,437233.5,115646.992188,11.7530956268,-0.00556052279334,-0.00343484800037,0.999931800789,0.00967864534733
1563269756472447945,5485,1563269756335390000,/map,437233.03125,115646.984375,11.7401580811,-0.00500995332373,-0.00319763482949,0.999939581243,0.00924712727211
1563269756542381975,5486,1563269756436551000,/map,437232.53125,115646.992188,11.7425851822,-0.00416786540448,-0.0031481790157,0.999940526563,0.00957398574427
1563269756657028106,5487,1563269756537202000,/map,437232.0,115647.0,11.7280378342,-0.00386472339576,-0.00336206659279,0.9999415169,0.00952487280301
1563269756818370728,5488,1563269756638337000,/map,437231.46875,115646.984375,11.7415008545,-0.00471782108462,-0.00353893989694,0.999948322406,0.0082807357992
1563269756892083038,5489,1563269756739667000,/map,437230.9375,115646.976562,11.726518631,-0.00501868077868,-0.00338466566854,0.999954396666,0.00738657364088
1563269757016849500,5490,1563269756840546000,/map,437230.40625,115646.96875,11.7182331085,-0.00413325537035,-0.00334344342163,0.999960459465,0.00712861084986
1563269757099019873,5491,1563269756940603000,/map,437229.875,115646.960938,11.7010726929,-0.00388060630108,-0.00335355921376,0.999963175655,0.00688054284393
1563269757283396954,5492,1563269757041494000,/map,437229.3125,115646.96875,11.7070198059,-0.00264356361419,-0.00324516886833,0.999972541795,0.00611523562243
1563269757391024817,5493,1563269757243383000,/map,437228.25,115646.960938,11.6938209534,-0.000333135688156,-0.00339974418421,0.999975676388,0.00608090397439
1563269757474243995,5494,1563269757344202000,/map,437227.75,115646.9375,11.7021417618,-0.00337886783953,-0.00380525017548,0.999975974398,0.00470679832594
1563269757573214171,5495,1563269757444968000,/map,437227.21875,115646.921875,11.6853637695,-0.00349987569971,-0.00357569338738,0.999975887756,0.00481551589189
1563269757703122258,5496,1563269757547359000,/map,437226.6875,115646.914062,11.6781730652,-0.00318553659103,-0.00364006505684,0.999980501329,0.00394958799583
1563269757801427386,5497,1563269757646578000,/map,437226.125,115646.914062,11.6675729752,4.0819806685e-05,-0.00311606387148,0.999989186399,0.00345189281206
1563269757894387490,5498,1563269757747455000,/map,437225.59375,115646.914062,11.6728391647,0.001196584035,-0.00319144271032,0.999989054183,0.00320536960053
1563269757951917331,5499,1563269757849219000,/map,437225.0625,115646.90625,11.6695261002,0.00101312355187,-0.0028350657426,0.999991838596,0.00269420206343
1563269758075142458,5500,1563269757949529000,/map,437224.5,115646.90625,11.6785116196,0.00125419819888,-0.00262962993808,0.999992788081,0.00243635350551
1563269758246404604,5501,1563269758050093000,/map,437223.96875,115646.875,11.6669683456,-0.0010713541435,-0.00259730276196,0.999994579994,0.00171645018826
1563269758407794652,5502,1563269758151074000,/map,437223.4375,115646.882812,11.6533060074,-0.00456814978126,-0.00360078922011,0.999982550672,0.00103183164444
1563269758549363541,5503,1563269758353322000,/map,437222.3125,115646.84375,11.6474781036,0.0047737973825,0.00389513929938,-0.999980959369,0.000345901652953
1563269758609522372,5504,1563269758453460000,/map,437221.71875,115646.820312,11.6436605453,0.00423867596924,0.00389630996127,-0.999983314429,0.000472501891314
1563269758762927558,5505,1563269758554353000,/map,437221.1875,115646.8125,11.6154956818,0.00384819278052,0.00367908347629,-0.999985745075,0.000406698403014
1563269758877787264,5506,1563269758655189000,/map,437220.65625,115646.78125,11.6213531494,0.00334890838253,0.0036337700344,-0.999987532029,0.000718549829528
1563269759012950291,5507,1563269758756124000,/map,437220.0625,115646.773438,11.6079177856,0.00114270363436,0.0036175639991,-0.999992720175,0.000408724943524
1563269759046952055,5508,1563269758857546000,/map,437219.46875,115646.757812,11.627904892,-0.00219156873384,-0.00404423636337,0.999989377276,0.000294133011753
1563269759106412173,5509,1563269758957749000,/map,437218.90625,115646.734375,11.6060333252,-0.000801337529075,-0.00358578764661,0.999993041265,0.000646070603324
1563269759163494830,5510,1563269759059873000,/map,437218.34375,115646.71875,11.646941185,-0.00111589463133,-0.00361254549754,0.999991035021,0.00190635015686
1563269759260744816,5511,1563269759159518000,/map,437217.8125,115646.695312,11.6529102325,-0.00276159227311,-0.00416730872335,0.999983371873,0.00287456506362
1563269759387146889,5512,1563269759260352000,/map,437217.28125,115646.695312,11.6327619553,-0.00293994580464,-0.0040685876133,0.999981560404,0.00341791839911
1563269759476905822,5513,1563269759361261000,/map,437216.65625,115646.6875,11.6300077438,-0.00250791734767,-0.00434378015113,0.999978467362,0.00423163519464
1563269759646500421,5514,1563269759462213000,/map,437216.0625,115646.6875,11.628443718,-0.0017143092718,-0.0047089051092,0.999975747532,0.00483649717414
1563269759713580365,5515,1563269759564411000,/map,437215.5,115646.679688,11.6290502548,-0.00155849256238,-0.00413727565393,0.999975774594,0.005376269734
1563269759824085355,5516,1563269759663825000,/map,437214.9375,115646.65625,11.6279935837,-0.00226026893683,-0.00457208119311,0.999967448069,0.00625220435776
1563269759873772226,5517,1563269759765198000,/map,437214.375,115646.648438,11.6252450943,-0.00174088440093,-0.00418066131185,0.999965789533,0.00692178850487
1563269760031016749,5518,1563269759865543000,/map,437213.8125,115646.648438,11.6230735779,-0.00184301981271,-0.00382210789268,0.999965724875,0.00710941943912
1563269760163349627,5519,1563269759966422000,/map,437213.28125,115646.640625,11.6051130295,-0.00147203671082,-0.00374769483045,0.999967073696,0.00704552450459
1563269760243569498,5520,1563269760067240000,/map,437212.71875,115646.632812,11.6080541611,-0.00176838653508,-0.00370228611692,0.99996658346,0.00707091580484
1563269760361486786,5521,1563269760168046000,/map,437212.15625,115646.632812,11.614900589,-0.00115644298686,-0.00353923778648,0.9999697425,0.0068301186573
1563269760462993853,5522,1563269760268906000,/map,437211.59375,115646.632812,11.6051778793,-0.000802610348879,-0.003634123652,0.999972316085,0.00644329310814
1563269760584797712,5523,1563269760369757000,/map,437211.03125,115646.609375,11.5971031189,0.000520650850147,-0.00306458891016,0.999974807764,0.00638130508821
1563269760658483685,5524,1563269760470828000,/map,437210.5,115646.601562,11.6069135666,-0.000638568930604,-0.00390937280998,0.999973102347,0.00617281262733
1563269760744781854,5525,1563269760571516000,/map,437209.9375,115646.609375,11.6084661484,-0.00162371315046,-0.00427377497107,0.999972849999,0.0057790715489
1563269760846326267,5526,1563269760672425000,/map,437209.34375,115646.617188,11.5935783386,-0.0017253503643,-0.00415857201661,0.999972450507,0.00590149747894
1563269760956762614,5527,1563269760774021000,/map,437208.84375,115646.609375,11.6012334824,-0.00303398819508,-0.00483930033669,0.99996611852,0.00592772299554
1563269761047337641,5528,1563269760874117000,/map,437208.3125,115646.585938,11.5917520523,-0.00223195767442,-0.00456119593628,0.999970505343,0.00576214378609
1563269761130330251,5529,1563269760975131000,/map,437207.75,115646.578125,11.5923433304,-0.00252391256314,-0.00460108018923,0.999972163842,0.00530391053159
1563269761229743771,5530,1563269761075788000,/map,437207.21875,115646.585938,11.5796537399,-0.002298349327,-0.00487160250497,0.999975795118,0.00440389117938
1563269761305363989,5531,1563269761176642000,/map,437206.6875,115646.585938,11.5991268158,-0.001236333295,-0.00441687468527,0.999982578866,0.0037154627211
1563269761453909737,5532,1563269761278625000,/map,437206.1875,115646.578125,11.5900878906,0.00114658344474,-0.00345940496379,0.999990596129,0.00235064202039
1563269761546951060,5533,1563269761378353000,/map,437205.6875,115646.5625,11.5996074677,0.00252626196084,-0.00277634665487,0.999992651882,0.000778512080655
1563269761637197147,5534,1563269761479194000,/map,437205.1875,115646.539062,11.5828723907,-0.00446942571314,0.00251000428001,-0.999986731039,0.000511721770486
1563269761781564856,5535,1563269761580126000,/map,437204.65625,115646.539062,11.5843305588,-0.00587356471177,0.0010231677076,-0.999979121576,0.002492143137
1563269761857204563,5536,1563269761681130000,/map,437204.15625,115646.546875,11.5922203064,-0.00498332560042,0.00146368897695,-0.999980330624,0.0035160270735
1563269761966776815,5537,1563269761782016000,/map,437203.6875,115646.523438,11.5941114426,-0.00500445018693,0.00147498809452,-0.999976543933,0.00443750750841
1563269762096477310,5538,1563269761885652000,/map,437203.21875,115646.523438,11.5918512344,-0.00556638220467,0.00101598842289,-0.999964579843,0.00623074762394
1563269762179247001,5539,1563269761983582000,/map,437202.75,115646.546875,11.5902118683,-0.00517337557134,0.00170324380286,-0.999958399525,0.00731671821164
1563269762276299860,5540,1563269762084511000,/map,437202.28125,115646.515625,11.6156406403,-0.00545504472434,0.00144598800403,-0.999952733989,0.00791715815219
1563269762366803300,5541,1563269762185238000,/map,437201.84375,115646.515625,11.6051216125,-0.00528080763804,0.00196540209833,-0.9999476976,0.00853535763948
1563269762452455878,5542,1563269762286135000,/map,437201.4375,115646.515625,11.6292543411,-0.00527444004648,0.00222869770505,-0.999953909371,0.00770664144946
1563269762537894336,5543,1563269762386963000,/map,437201.03125,115646.5,11.6207714081,-0.00524244300796,0.00264904994515,-0.999964813581,0.00598923421447
1563269762612862499,5544,1563269762487823000,/map,437200.65625,115646.484375,11.6325025558,-0.0049270494461,0.00298138823537,-0.999977704868,0.00338012935501
1563269762718989476,5545,1563269762588795000,/map,437200.28125,115646.476562,11.6333093643,-0.00502151119573,0.00281238355429,-0.999982338135,0.00148268095531
1563269762819626240,5546,1563269762689702000,/map,437199.9375,115646.46875,11.6446180344,0.00493307676965,-0.0023591115788,0.999985007686,0.000289396470985
1563269762912432258,5547,1563269762790430000,/map,437199.625,115646.484375,11.6409740448,0.00366708861382,-0.00323303913648,0.999984220923,0.00276727738408
1563269762991302033,5548,1563269762891393000,/map,437199.3125,115646.492188,11.6481266022,0.00325958199499,-0.00348456230812,0.999975808894,0.00506108464274
1563269763143807218,5549,1563269762992138000,/map,437199.0625,115646.5,11.6544685364,0.00309785019019,-0.00381513644983,0.999966329195,0.00657179837653
1563269763220764124,5550,1563269763093109000,/map,437198.8125,115646.5,11.6429224014,0.00249502782285,-0.00342946698407,0.999959928047,0.00788390084578
1563269763356854545,5551,1563269763194034000,/map,437198.65625,115646.507812,11.6540241241,0.0024804046664,-0.00403372222472,0.999947839292,0.00904960621593
1563269763507276167,5552,1563269763294714000,/map,437198.5,115646.507812,11.6524887085,0.00171974703785,-0.00436757948437,0.999940714846,0.00982514696725
1563269763577113106,5553,1563269763395562000,/map,437198.375,115646.507812,11.6624565125,0.00161197937939,-0.00437029643834,0.999938022119,0.0101120696367
1563269763660538852,5554,1563269763496600000,/map,437198.25,115646.507812,11.6674995422,0.00240677587637,-0.00405406312052,0.999933296421,0.0105439418923
1563269763731092136,5555,1563269763597322000,/map,437198.15625,115646.507812,11.6550045013,0.00314806271958,-0.00336341374581,0.999931721079,0.0107391958992
1563269763820533298,5556,1563269763698155000,/map,437198.09375,115646.507812,11.6520137787,0.00298168589791,-0.00358198683286,0.999932037697,0.0106863888398
1563269763948606951,5557,1563269763799061000,/map,437198.0,115646.515625,11.6533708572,0.0029948821663,-0.0036982952637,0.99992907538,0.0109177608628
1563269764011007110,5558,1563269763899986000,/map,437197.9375,115646.507812,11.6551895142,0.00279526783977,-0.00388401112194,0.99992862468,0.0109474417395
1563269764122393124,5559,1563269764000787000,/map,437197.875,115646.507812,11.6547641754,0.00285538667814,-0.00356875758707,0.999927523368,0.0111381662181
1563269764202214548,5560,1563269764102858000,/map,437197.8125,115646.507812,11.6515741348,0.00282194502637,-0.00401839697963,0.999924612435,0.0112542684982
1563269764441266552,5561,1563269764202421000,/map,437197.78125,115646.507812,11.6563625336,0.00253723350455,-0.00378602493585,0.999927584893,0.0111379276461
1563269764544643030,5562,1563269764404110000,/map,437197.75,115646.515625,11.6603908539,0.00222869141435,-0.00414388077508,0.99992503111,0.0113045719197
1563269764622628229,5563,1563269764505001000,/map,437197.71875,115646.5,11.6601696014,0.00231993790105,-0.00397101159384,0.999924690846,0.011378118954
1563269764706575850,5564,1563269764606046000,/map,437197.71875,115646.5,11.655090332,0.00253881035892,-0.00394053171095,0.999922807849,0.0115067369183
1563269764795439679,5565,1563269764707271000,/map,437197.71875,115646.492188,11.6543645859,0.00248529570608,-0.00387248830329,0.999923013196,0.0115236635326
1563269764918888846,5566,1563269764807645000,/map,437197.71875,115646.492188,11.6640119553,0.00319151321777,-0.00377038437383,0.999922728651,0.0114076803615
1563269765054541010,5567,1563269764908600000,/map,437197.71875,115646.5,11.6650400162,0.00356098356774,-0.00292682485506,0.999924345535,0.0114042228192
1563269765129166536,5568,1563269765009441000,/map,437197.75,115646.5,11.6669025421,0.00366640609531,-0.0027803978369,0.99992546817,0.0113086231837
1563269765197141136,5569,1563269765110111000,/map,437197.75,115646.5,11.6612081528,0.00355628173826,-0.00274399465624,0.999922876539,0.011578615054
1563269765318649593,5570,1563269765211059000,/map,437197.75,115646.492188,11.6655273438,0.00373002036651,-0.00263673106275,0.999924456064,0.0114112559656
1563269765432069024,5571,1563269765312076000,/map,437197.75,115646.5,11.6646614075,0.00371916238368,-0.00297682191555,0.999923499693,0.0114149517529
1563269765513051930,5572,1563269765412816000,/map,437197.71875,115646.5,11.664273262,0.00385307267792,-0.00292017994214,0.999923173289,0.0114137591987
1563269765606253867,5573,1563269765513689000,/map,437197.71875,115646.5,11.6575193405,0.00382670087676,-0.00275673399083,0.999925383897,0.0112686918937
1563269765741665639,5574,1563269765614625000,/map,437197.71875,115646.484375,11.6734142303,0.00522103901651,-0.00149918866839,0.999927303232,0.0107648240369
1563269765835646292,5575,1563269765715456000,/map,437197.71875,115646.484375,11.657784462,0.00496652338108,-0.00185442881519,0.999926525377,0.0109013112307
1563269765990118812,5576,1563269765816221000,/map,437197.6875,115646.492188,11.6662855148,0.00531089637267,-0.00160711669324,0.999928595287,0.0105837556131
1563269766074545074,5577,1563269765917069000,/map,437197.65625,115646.492188,11.6628694534,0.00506918683614,-0.00166689364179,0.99993119356,0.0104466719692
1563269766215345167,5578,1563269766017888000,/map,437197.625,115646.492188,11.6633787155,0.00509473711891,-0.00157164667212,0.999935428654,0.0100355420222
1563269766312012892,5579,1563269766118762000,/map,437197.5625,115646.5,11.6631507874,0.00477681882862,-0.00164856643802,0.999941097992,0.00960545558445
1563269766438638973,5580,1563269766219596000,/map,437197.5,115646.507812,11.6627845764,0.00444383273626,-0.00207547664758,0.999945573704,0.00920838622622
1563269766560163847,5581,1563269766320441000,/map,437197.46875,115646.515625,11.66705513,0.00422164121478,-0.00236175833919,0.999948796414,0.00888844154899
